gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000103452.1|1700008A23Rik,0,4,16,21,4,0,0,0,34,32
ENSMUSG00000103638.1|Gm38327,10,0,0,1,7,11,0,0,0,9
ENSMUSG00000100281.1|4930422M22Rik,42,19,13,15,17,30,0,3,26,10
ENSMUSG00000103857.1|Gm37249,35,27,36,36,6,30,15,26,93,39
ENSMUSG00000100123.1|Gm28087,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032470.16|Mras,199,120,58,72,4776,5147,610,485,154,113
ENSMUSG00000046242.7|Nme9,4,0,17,11,8,0,0,0,21,21
ENSMUSG00000032468.11|Armc8,2432,3023,2551,3491,3305,3830,2619,2423,4731,4026
ENSMUSG00000032469.12|Dbr1,3280,2750,1926,3211,2489,1907,2380,2371,3467,2957
ENSMUSG00000037784.14|Dzip1l,1272,1192,2657,3548,1027,1087,1505,1314,4497,3525
ENSMUSG00000053747.9|Sox14,19,9,17,34,20,0,37,3,67,31
ENSMUSG00000099631.1|Gm8641,10,1,3,3,0,8,6,8,15,2
ENSMUSG00000044244.18|Il20rb,349,193,72,59,70,11,244,145,274,99
ENSMUSG00000032475.15|Nck1,1282,1627,1461,2354,1685,1685,1113,1285,3257,2585
ENSMUSG00000100176.1|Gm28586,0,0,0,4,0,0,0,0,10,10
ENSMUSG00000070287.3|Slc35g2,111,112,31,5,42,50,56,128,57,19
ENSMUSG00000037286.15|Stag1,4879,5999,8321,13927,9992,10898,5684,5938,15928,13332
ENSMUSG00000103624.1|Gm3081,0,0,79,118,0,0,0,0,181,101
ENSMUSG00000086225.1|Gm8661,10,0,0,0,0,24,0,0,0,0
ENSMUSG00000103657.1|Gm37204,10,0,160,155,7,11,2,0,314,126
ENSMUSG00000104272.1|Gm38297,1,1,13,10,0,1,0,0,8,8
ENSMUSG00000032527.13|Pccb,2576,2294,633,905,4772,4279,2824,3202,904,990
ENSMUSG00000100563.1|Gm3096,2,0,0,0,0,3,0,0,0,4
ENSMUSG00000066415.4|Msl2,3047,3558,6476,9537,5251,6799,3822,3982,12571,9394
ENSMUSG00000104383.1|Gm37553,7,4,38,107,0,0,3,0,150,93
ENSMUSG00000043154.15|Ppp2r3a,425,342,1818,2629,392,467,419,548,3519,2882
ENSMUSG00000102452.1|Gm38344,0,0,18,15,0,0,0,0,30,0
ENSMUSG00000104094.1|Gm37314,0,0,30,28,4,0,15,1,108,37
ENSMUSG00000077393.1|Gm24338,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000104392.1|Gm37962,8,0,74,80,22,9,8,5,118,79
ENSMUSG00000103672.1|Gm37621,12,13,259,185,13,6,9,1,394,200
ENSMUSG00000104061.1|Gm37953,2,0,26,42,17,0,0,0,52,20
ENSMUSG00000032537.14|Ephb1,41,25,64,60,28,22,40,63,358,160
ENSMUSG00000057710.6|9630041A04Rik,0,0,0,0,0,0,0,0,5,0
ENSMUSG00000103026.1|Gm37683,0,0,4,0,0,0,0,0,4,0
ENSMUSG00000104041.1|Gm37562,0,0,0,1,0,0,0,0,7,11
ENSMUSG00000101648.1|Gm29388,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000102702.1|Gm37260,0,0,0,0,0,0,0,2,4,0
ENSMUSG00000098521.1|Mir7243,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065107.1|n-R5s88,3,5,0,0,2,0,3,4,1,0
ENSMUSG00000102963.1|Gm37945,3,0,2,18,0,0,0,0,14,0
ENSMUSG00000097524.1|Gm26846,7,0,13,10,0,0,0,0,47,28
ENSMUSG00000035606.8|Ky,9,8,162,213,67,20,13,22,259,171
ENSMUSG00000032534.16|Cep63,1140,908,602,906,1962,1923,1300,1238,1501,1115
ENSMUSG00000035048.13|Anapc13,1876,1320,416,752,1422,1442,1957,1968,562,573
ENSMUSG00000032531.15|Amotl2,7878,6599,13099,21340,10769,6507,9808,10864,30387,21764
ENSMUSG00000102204.1|Gm36958,1,1,2,2,1,1,2,8,5,1
ENSMUSG00000032547.12|Ryk,5117,5132,5089,7838,5354,5363,5173,6019,9638,8093
ENSMUSG00000084539.1|Gm25842,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000065466.1|n-R5s89,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077438.1|Gm22595,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032548.14|Slco2a1,93,90,6,15,646,600,163,215,21,3
ENSMUSG00000032549.7|Rab6b,142,163,322,445,389,334,292,341,379,432
ENSMUSG00000102461.1|Gm37166,4,0,28,24,2,8,0,4,41,10
ENSMUSG00000090639.1|Gm20425,0,0,0,2,0,0,0,0,10,7
ENSMUSG00000032554.15|Trf,218,126,12,0,619,637,159,135,0,2
ENSMUSG00000032553.14|Srprb,4340,4448,4548,7005,5925,5871,3433,3677,8412,6881
ENSMUSG00000033688.9|1300017J02Rik,11,10,7,31,232,220,10,3,60,27
ENSMUSG00000032555.9|Topbp1,10755,13500,18028,27614,13070,15044,11497,9866,32624,25208
ENSMUSG00000032803.14|Cdv3,25379,28711,29205,43197,20637,22388,26221,28214,59493,46191
ENSMUSG00000032556.10|Bfsp2,0,0,17,8,22,39,0,0,27,12
ENSMUSG00000086236.7|5830418P13Rik,23,24,19,17,57,67,56,19,75,31
ENSMUSG00000103169.1|Gm37546,0,0,0,0,0,0,3,0,2,1
ENSMUSG00000085168.1|Gm16252,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000042757.15|Tmem108,68,71,249,375,274,225,142,156,475,358
ENSMUSG00000089497.1|Gm26360,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102257.1|Gm37649,0,0,7,6,0,0,0,0,6,4
ENSMUSG00000099616.1|4932413F04Rik,0,0,10,10,0,0,0,0,15,8
ENSMUSG00000102441.1|Gm38032,0,0,2,8,0,0,0,0,4,7
ENSMUSG00000102727.1|Gm37938,24,0,27,15,12,4,4,0,36,10
ENSMUSG00000032558.18|Nphp3,557,674,1873,3036,1151,1344,1179,892,3209,3140
ENSMUSG00000101152.1|Gm28305,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000032557.11|Uba5,3240,2836,1586,2579,2854,2773,3058,2787,3891,2532
ENSMUSG00000104268.1|Gm37750,0,0,1,0,1,2,0,0,0,0
ENSMUSG00000079355.3|Ackr4,113,183,66,57,103,70,305,348,149,35
ENSMUSG00000090150.8|Acad11,1542,1802,1739,2445,1730,1699,1578,1657,4281,2669
ENSMUSG00000032560.13|Dnajc13,7942,9176,13112,18641,11302,12036,8504,9353,23768,16173
ENSMUSG00000103062.1|Gm37200,8,5,14,33,0,12,0,0,29,5
ENSMUSG00000099773.1|Hmgb1-rs16,16,0,54,40,9,0,0,3,104,40
ENSMUSG00000104040.1|Gm37563,24,9,26,49,21,8,9,0,68,35
ENSMUSG00000032561.14|Acpp,144,75,7,31,191,199,66,104,23,37
ENSMUSG00000102183.1|Gm37188,5,0,0,2,0,1,0,0,0,0
ENSMUSG00000032564.15|Cpne4,6,19,122,170,17,23,0,4,136,138
ENSMUSG00000088204.1|Gm23391,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032563.15|Mrpl3,3571,3471,2835,4091,5152,4308,3309,3464,5587,4301
ENSMUSG00000104344.1|Gm38077,59,66,232,446,127,107,99,74,588,427
ENSMUSG00000032565.8|Nudt16,152,201,83,150,373,291,293,280,214,196
ENSMUSG00000035032.11|Nek11,3,3,3,7,5,15,5,3,11,6
ENSMUSG00000103118.1|Gm37582,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093590.1|Gm20643,0,0,0,0,1,7,0,0,0,0
ENSMUSG00000085430.1|Gm15619,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032567.14|Aste1,482,350,709,1099,629,664,276,404,1803,1186
ENSMUSG00000032570.16|Atp2c1,4831,6451,3746,4949,3224,3781,5691,6021,9471,6056
ENSMUSG00000099373.1|Gm19667,5,7,100,118,0,6,5,0,364,137
ENSMUSG00000057626.1|Gm5621,3,3,4,3,5,3,1,3,7,4
ENSMUSG00000101597.1|Gm28555,3,3,4,3,5,3,1,3,7,4
ENSMUSG00000032571.13|Pik3r4,3946,4363,3198,4907,3184,3190,3889,4689,6464,4744
ENSMUSG00000084659.1|Gm22720,0,0,0,0,0,1,3,0,3,2
ENSMUSG00000043719.14|Col6a6,0,0,12,13,14,12,12,13,19,9
ENSMUSG00000102877.1|Gm38314,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091345.8|Col6a5,352,278,61,77,621,466,248,213,65,36
ENSMUSG00000032572.7|Col6a4,43,83,4,16,63,75,66,52,42,0
ENSMUSG00000084714.1|Gm24631,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103434.1|Gm36993,0,0,0,0,0,12,0,0,0,4
ENSMUSG00000020258.15|Glyctk,293,344,174,274,1006,1302,462,302,387,273
ENSMUSG00000065407.1|Mir135a-1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086296.2|D030055H07Rik,12,15,131,136,32,68,36,133,279,59
ENSMUSG00000065440.1|Mirlet7g,0,0,5,2,0,0,0,1,7,4
ENSMUSG00000020257.12|Wdr82,10350,11383,10357,15873,16817,17113,10679,11616,20076,16009
ENSMUSG00000020253.14|Ppm1m,1195,1191,719,1015,1803,1757,1871,1875,1453,1240
ENSMUSG00000023277.11|Twf2,5898,5268,603,834,3222,2847,6410,6709,1035,911
ENSMUSG00000045322.10|Tlr9,8,0,0,14,4,16,4,0,0,0
ENSMUSG00000032786.14|Alas1,2099,2328,1189,1679,1800,1961,2343,2456,2532,2125
ENSMUSG00000097592.2|4930500F10Rik,0,0,0,9,0,4,16,3,9,22
ENSMUSG00000023345.15|Poc1a,1394,1309,653,975,1120,1243,1413,1247,1345,929
ENSMUSG00000099879.1|Gm29123,14,0,26,31,4,0,14,0,41,22
ENSMUSG00000053716.9|Dusp7,997,1278,3752,6023,945,1188,781,874,6653,5400
ENSMUSG00000048758.13|Rpl29,325,382,1072,1085,232,171,237,335,1771,1231
ENSMUSG00000023262.12|Acy1,2149,2214,930,1272,2276,2329,2759,2657,1658,1248
ENSMUSG00000042210.16|Abhd14a,977,908,1250,1711,779,798,1158,1134,2343,1860
ENSMUSG00000042073.14|Abhd14b,130,136,150,268,146,133,152,178,143,271
ENSMUSG00000100039.1|Gm28959,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023495.12|Pcbp4,9881,8387,15042,22562,8120,8380,9342,10453,31529,25178
ENSMUSG00000091735.2|Gpr62,53,6,225,240,43,61,37,11,568,293
ENSMUSG00000023249.14|Parp3,171,96,147,192,222,109,391,229,448,253
ENSMUSG00000041506.14|Rrp9,10251,10839,2226,3151,7626,7699,11598,11473,4133,3556
ENSMUSG00000066383.6|Iqcf1,8,0,12,20,0,0,0,0,89,20
ENSMUSG00000023577.14|Iqcf3,0,0,6,0,0,0,0,0,0,0
ENSMUSG00000066382.4|Iqcf5,0,7,0,0,0,5,16,0,4,5
ENSMUSG00000101411.1|Gm28111,0,15,0,0,13,0,0,0,0,0
ENSMUSG00000023192.12|Grm2,47,106,21,39,79,56,83,30,45,23
ENSMUSG00000040813.15|Tex264,2135,1504,363,618,1528,1555,2415,2570,944,766
ENSMUSG00000040661.6|Rad54l2,4364,5903,9122,14637,5475,6569,4988,5563,19397,14736
ENSMUSG00000032575.16|Manf,6908,5103,6787,11529,3389,3447,7077,7610,16378,9919
ENSMUSG00000074102.4|Rbm15b,4852,5108,7446,10368,5683,5775,5407,5781,13874,11272
ENSMUSG00000090207.2|4930524O07Rik,0,6,42,41,16,0,16,12,60,64
ENSMUSG00000039716.12|Dock3,767,861,481,891,569,733,480,536,1184,843
ENSMUSG00000075469.3|Gm17205,0,0,15,10,2,5,0,0,31,15
ENSMUSG00000064517.1|Gm22454,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091669.1|Gm17117,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077494.1|Gm23595,0,0,0,0,2,0,0,0,4,2
ENSMUSG00000040325.16|Vprbp,6575,8387,8537,12661,6460,6691,6138,6582,15901,12878
ENSMUSG00000103835.1|Gm37612,2,0,6,4,0,1,0,0,1,4
ENSMUSG00000092125.1|AA543401,48,6,5,4,29,20,7,24,21,4
ENSMUSG00000092963.1|Gm22238,1,1,0,1,1,1,1,1,1,0
ENSMUSG00000104086.1|1700039M15Rik,6,0,0,0,0,0,0,0,0,4
ENSMUSG00000032577.16|Mapkapk3,3358,3490,2142,3143,1643,1637,3618,4021,5238,3147
ENSMUSG00000091366.1|Gm17040,0,0,3,9,6,0,0,0,1,0
ENSMUSG00000032578.7|Cish,252,310,95,151,215,152,181,259,343,199
ENSMUSG00000090570.1|Gm17041,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032579.14|Hemk1,765,597,610,739,1253,1681,964,847,1025,875
ENSMUSG00000037977.6|6430571L13Rik,41,38,24,19,45,50,44,33,21,29
ENSMUSG00000102144.1|4930429P21Rik,0,0,0,0,0,0,0,0,0,9
ENSMUSG00000010066.15|Cacna2d2,129,95,1131,1329,452,492,193,251,1354,1753
ENSMUSG00000091816.1|Gm17141,0,0,8,4,0,0,0,0,9,13
ENSMUSG00000091425.1|Gm17118,0,0,0,3,0,0,0,0,0,6
ENSMUSG00000010045.2|Tmem115,1880,2119,1107,1784,2682,2535,1902,2006,2401,1824
ENSMUSG00000037190.12|Cyb561d2,574,598,224,303,735,680,614,635,468,354
ENSMUSG00000010057.8|Nprl2,647,890,500,752,951,1072,754,660,1025,815
ENSMUSG00000010044.12|Zmynd10,14,0,40,47,14,10,33,15,77,105
ENSMUSG00000102300.1|Gm34106,0,0,9,0,0,7,0,0,6,0
ENSMUSG00000010067.13|Rassf1,1390,1018,828,1225,1684,2063,827,888,1876,1218
ENSMUSG00000097099.2|Gm9917,163,39,434,715,34,92,95,36,870,524
ENSMUSG00000010047.12|Hyal2,2533,2950,2351,3401,1934,1858,3240,3668,4530,3489
ENSMUSG00000010054.4|Tusc2,1290,1846,1390,2242,1499,1611,1869,1777,3037,1950
ENSMUSG00000089935.1|Gm16343,0,0,3,0,0,4,0,0,0,0
ENSMUSG00000010051.15|Hyal1,410,432,797,917,309,461,815,660,1862,1249
ENSMUSG00000079334.8|Nat6,603,544,547,771,511,535,890,747,1055,614
ENSMUSG00000036091.8|Hyal3,61,36,39,34,36,39,42,22,96,79
ENSMUSG00000010048.10|Ifrd2,4372,5414,1884,3022,4115,4550,6478,6226,4008,3362
ENSMUSG00000103409.1|Lsmem2,26,33,30,50,0,6,41,21,60,38
ENSMUSG00000103164.1|Gm38150,18,14,59,73,0,1,16,3,193,82
ENSMUSG00000057969.15|Sema3b,329,288,200,290,272,338,476,441,665,519
ENSMUSG00000032562.13|Gnai2,22705,22870,26728,42141,17187,16685,25768,26258,56003,47939
ENSMUSG00000102324.1|Gm19721,11,10,271,431,0,0,7,0,674,361
ENSMUSG00000010064.15|Slc38a3,93,56,357,744,36,44,130,110,726,717
ENSMUSG00000034684.12|Sema3f,157,176,667,930,223,279,109,157,1192,1177
ENSMUSG00000032580.12|Rbm5,4081,4157,5395,8278,6670,8656,4828,4234,10590,7430
ENSMUSG00000102899.1|Gm37850,2,8,29,28,4,0,11,0,80,35
ENSMUSG00000032582.14|Rbm6,4215,4729,5463,7442,5085,5995,4728,4229,10911,8298
ENSMUSG00000102670.1|Gm37436,0,0,41,56,3,0,0,0,146,65
ENSMUSG00000032583.7|Mon1a,500,363,153,209,339,311,496,440,333,189
ENSMUSG00000032584.12|Mst1r,52,21,7,0,17,21,52,46,24,12
ENSMUSG00000066368.1|Actl11,4,0,0,15,12,4,0,0,0,0
ENSMUSG00000102377.1|Gm37974,0,0,5,0,0,0,0,0,7,0
ENSMUSG00000032936.13|Camkv,571,615,1672,2287,460,474,921,665,2433,2252
ENSMUSG00000032586.9|Traip,2936,2732,1642,2386,2736,3450,3057,2344,3402,2536
ENSMUSG00000032596.14|Uba7,9,4,43,24,19,5,77,25,160,75
ENSMUSG00000079323.9|Gm20661,0,0,26,1,0,4,0,0,23,5
ENSMUSG00000042106.5|Fam212a,97,46,45,41,48,43,55,51,320,177
ENSMUSG00000093749.1|4921523L03Rik,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000032595.10|Cdhr4,7,3,6,13,33,36,4,0,41,10
ENSMUSG00000093456.7|Gm20662,6,2,0,1,0,2,0,0,7,2
ENSMUSG00000093619.1|4930535L15Rik,0,0,5,9,14,0,0,0,19,10
ENSMUSG00000032594.11|Ip6k1,5929,5967,3708,5559,7718,8360,5167,5429,7541,6111
ENSMUSG00000102540.1|Gm38134,0,0,62,81,6,0,2,0,114,57
ENSMUSG00000088955.1|Gm24944,4,0,0,0,0,2,0,0,3,0
ENSMUSG00000070284.10|Gmppb,1361,1356,450,538,1020,961,1409,1738,868,631
ENSMUSG00000092218.1|Gm20529,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041528.15|Rnf123,737,856,2003,2754,1324,1292,952,978,4308,3352
ENSMUSG00000032591.15|Mst1,15,29,205,232,130,155,40,17,466,234
ENSMUSG00000098787.1|Mir7088,0,0,5,9,0,0,0,0,16,6
ENSMUSG00000032593.5|Amigo3,170,121,301,423,111,49,162,99,665,471
ENSMUSG00000032590.14|Apeh,2243,2113,2728,4368,2695,2900,3375,3505,5729,4315
ENSMUSG00000032589.14|Bsn,108,163,65,128,158,164,147,143,216,157
ENSMUSG00000102224.5|4930447F24Rik,6,12,4,3,4,7,0,6,0,0
ENSMUSG00000103466.1|Gm37247,0,0,2,0,0,0,0,0,6,4
ENSMUSG00000106657.1|AC137678.1,1,1,0,1,1,1,1,1,0,1
ENSMUSG00000103658.1|Gm37201,33,27,11,32,13,15,41,56,0,4
ENSMUSG00000039952.15|Dag1,16206,18774,12443,18760,15721,16731,16977,20846,27331,21401
ENSMUSG00000032606.7|Nicn1,1198,1238,1225,2010,1487,1395,905,1165,2434,1954
ENSMUSG00000039461.12|Tcta,218,282,161,245,814,860,248,193,452,249
ENSMUSG00000104208.1|Gm37401,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000063856.7|Gpx1,25365,23036,3705,5434,23336,20365,29693,32458,7178,6144
ENSMUSG00000032607.12|Amt,4605,4693,1565,2342,8243,8179,5646,6045,2299,1844
ENSMUSG00000007815.13|Rhoa,26712,27110,21808,33846,24438,24435,24087,27746,46672,36679
ENSMUSG00000102554.1|Gm37568,9,7,18,16,0,0,11,0,46,19
ENSMUSG00000104280.1|Rps2-ps11,0,9,34,89,42,32,13,3,130,68
ENSMUSG00000032612.14|Usp4,7150,7623,4221,6156,7652,7682,5943,6995,8368,6617
ENSMUSG00000104399.1|Gm37963,10,38,37,45,19,30,28,20,96,51
ENSMUSG00000032611.9|1700102P08Rik,32,35,26,42,159,208,36,45,71,72
ENSMUSG00000047220.5|Ccdc36,203,264,4,4,417,621,180,120,9,0
ENSMUSG00000032609.12|Klhdc8b,641,424,391,408,756,1041,692,559,763,545
ENSMUSG00000049305.6|Ccdc71,2508,2686,1699,2623,2898,3570,3494,4165,3441,2737
ENSMUSG00000102152.1|Gm37475,4,0,12,5,7,11,4,3,29,18
ENSMUSG00000052911.9|Lamb2,2651,2961,1708,2659,6231,6218,3561,3426,3885,3399
ENSMUSG00000006676.16|Usp19,11648,13057,10540,15409,10470,10333,12768,13353,19966,15844
ENSMUSG00000032604.15|Qars,14429,13722,7143,11060,11545,11094,13798,15129,14555,11619
ENSMUSG00000006673.14|Qrich1,9944,9390,13186,19855,10535,10293,8516,8971,25532,19093
ENSMUSG00000103103.1|4833445I07Rik,62,60,109,116,28,17,69,35,199,83
ENSMUSG00000092915.1|Gm24083,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105497.1|Mir191,0,0,1,1,0,1,1,0,1,1
ENSMUSG00000006675.10|P4htm,323,233,58,112,979,998,267,236,85,102
ENSMUSG00000102770.1|Gm38163,0,0,6,0,0,2,0,0,8,0
ENSMUSG00000103621.1|Gm38366,24,38,178,273,22,26,49,17,588,268
ENSMUSG00000103970.1|Gm37678,10,6,45,32,6,9,4,13,94,26
ENSMUSG00000062867.13|Impdh2,22337,19668,11666,17052,20177,18448,18257,19321,20248,17642
ENSMUSG00000070283.4|Ndufaf3,814,719,674,966,680,670,814,819,1125,866
ENSMUSG00000065579.1|Mir425,1,1,1,1,1,0,1,1,1,1
ENSMUSG00000019039.13|Dalrd3,2028,2706,1084,1661,2073,2379,2535,1634,2088,1510
ENSMUSG00000066357.6|Wdr6,11717,11862,8048,11860,10761,11380,13541,16470,14616,10263
ENSMUSG00000064145.12|Arih2,10787,11458,4459,6829,13571,13478,10901,10421,9647,7311
ENSMUSG00000095798.1|Gm26298,17,37,0,0,47,32,42,35,0,0
ENSMUSG00000032602.6|Slc25a20,3688,3855,433,480,4594,4373,3905,3652,636,628
ENSMUSG00000032601.13|Prkar2a,3959,4510,4048,6855,8207,8927,4456,5297,9259,7867
ENSMUSG00000065674.1|Gm24259,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000032599.12|Ip6k2,1537,1941,1439,1966,1429,1696,1654,1323,2599,2010
ENSMUSG00000088626.2|Gm23034,0,0,1,2,0,0,0,0,14,9
ENSMUSG00000032598.8|Nckipsd,1183,1384,630,1054,1378,1666,1175,905,1037,825
ENSMUSG00000103785.1|Gm35025,2,0,17,25,8,0,19,22,64,23
ENSMUSG00000023473.11|Celsr3,613,803,2835,3916,470,400,831,684,5559,3923
ENSMUSG00000093067.1|Gm23156,1,1,1,1,1,0,1,1,1,1
ENSMUSG00000023259.16|Slc26a6,248,311,193,338,499,557,285,258,365,277
ENSMUSG00000025652.6|Tmem89,5,0,8,6,4,0,0,0,12,9
ENSMUSG00000025651.14|Uqcrc1,20470,19782,9537,15293,26984,26209,18770,21134,18457,15926
ENSMUSG00000025650.12|Col7a1,421,382,275,505,183,150,831,386,1098,817
ENSMUSG00000049699.4|Ucn2,0,0,15,30,0,0,6,3,63,18
ENSMUSG00000025648.17|Pfkfb4,230,298,151,232,235,243,244,284,325,268
ENSMUSG00000025647.16|Shisa5,1361,1048,1564,2167,2883,3356,1479,1829,3298,2767
ENSMUSG00000105383.4|Gm42641,1049,744,968,1257,938,808,333,1292,2047,1520
ENSMUSG00000025646.8|Atrip,295,888,923,1172,1226,1535,1152,517,1973,1105
ENSMUSG00000103754.1|Gm37284,4,3,56,55,11,0,1,0,71,36
ENSMUSG00000076142.1|Mir711,1,1,0,1,1,0,1,1,1,0
ENSMUSG00000103811.1|Gm38004,7,0,1,9,0,0,0,0,6,6
ENSMUSG00000049734.9|Trex1,51,87,35,75,27,85,288,48,58,55
ENSMUSG00000091537.2|Tma7,5108,4228,3519,4727,4812,4402,5370,5386,6576,4619
ENSMUSG00000025645.8|Ccdc51,422,444,89,106,846,845,436,514,138,117
ENSMUSG00000053646.13|Plxnb1,2020,2144,6337,9899,983,1022,2709,2398,12415,8085
ENSMUSG00000025644.10|Gm7628,34,12,87,108,2,7,27,16,170,91
ENSMUSG00000049314.11|Fbxw13,0,0,0,0,0,0,20,0,0,0
ENSMUSG00000061701.11|Fbxw20,62,61,0,0,41,0,67,23,0,0
ENSMUSG00000104674.1|Gm42756,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000105948.1|Gm43089,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074060.10|Fbxw15,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000094992.1|Fbxw25,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000059547.3|Fbxw26,0,3,0,0,0,0,0,0,0,4
ENSMUSG00000104614.4|Fbxw27,0,0,0,0,18,3,0,0,0,0
ENSMUSG00000050074.12|Spink8,0,0,0,18,3,0,0,0,4,0
ENSMUSG00000070282.6|3000002C10Rik,37,50,223,360,39,48,52,27,583,360
ENSMUSG00000032478.14|Nme6,1203,1207,657,1007,1581,1677,1340,1424,1302,1133
ENSMUSG00000032477.13|Cdc25a,9368,9823,8459,12101,8249,8008,8721,9215,16065,11743
ENSMUSG00000098490.1|Mir7089,10,2,9,11,5,4,3,2,10,12
ENSMUSG00000032479.15|Map4,16443,18124,11199,16466,19967,22143,18426,18084,27970,20398
ENSMUSG00000105856.1|Gm43732,0,0,6,0,0,0,0,0,21,23
ENSMUSG00000106208.1|Gm4734,6,0,8,27,8,3,0,4,36,16
ENSMUSG00000105230.1|Gm42433,4,0,15,23,4,2,0,0,60,29
ENSMUSG00000105962.1|Gm42432,28,2,32,33,4,0,0,0,103,44
ENSMUSG00000032480.17|Dhx30,9981,11057,7159,10714,8873,9234,9467,10159,13794,10369
ENSMUSG00000098956.1|Gm27855,0,1,1,1,1,1,1,1,1,1
ENSMUSG00000032481.16|Smarcc1,16822,20056,29219,43460,14523,15895,17115,18799,53750,40926
ENSMUSG00000105187.1|Gm23377,1,0,3,3,0,1,0,0,7,3
ENSMUSG00000064877.3|Gm23377,1,0,1,1,0,1,0,0,2,1
ENSMUSG00000032482.9|Cspg5,264,132,388,330,927,838,167,184,797,439
ENSMUSG00000104988.1|Gm43622,14,1,67,122,2,1,1,0,128,68
ENSMUSG00000105484.1|Gm42775,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054836.12|Elp6,879,741,336,449,793,798,958,863,557,459
ENSMUSG00000032485.14|Scap,5644,5424,2720,3562,3910,4076,5572,5501,6295,4505
ENSMUSG00000091102.1|5830462I19Rik,41,31,131,97,6,19,45,21,249,116
ENSMUSG00000036057.11|Ptpn23,7614,7692,6524,10151,5846,6760,9658,9539,16221,10829
ENSMUSG00000054792.15|Klhl18,765,766,511,826,774,804,686,657,1064,778
ENSMUSG00000032489.17|Kif9,36,59,44,86,115,77,40,24,110,76
ENSMUSG00000044791.16|Setd2,7685,8549,12750,18426,5788,5842,7312,7574,24313,18560
ENSMUSG00000104983.1|Gm42763,4,3,180,168,10,3,0,1,326,195
ENSMUSG00000056724.14|Nbeal2,2007,2568,1692,2454,1344,1282,1585,2031,3099,2246
ENSMUSG00000032491.14|Nradd,768,495,283,424,1119,953,768,669,736,567
ENSMUSG00000099275.1|Mir8107,1,1,1,3,1,1,1,1,1,1
ENSMUSG00000019659.8|Ccdc12,1915,1745,590,853,2295,1858,2519,2217,1022,933
ENSMUSG00000104945.1|Gm42762,0,11,53,78,6,6,0,0,106,51
ENSMUSG00000105127.1|Gm42470,4,4,7,14,1,0,0,1,9,8
ENSMUSG00000032492.14|Pth1r,377,503,171,271,60,40,500,515,319,334
ENSMUSG00000059741.13|Myl3,36,28,36,48,64,43,18,24,147,89
ENSMUSG00000044664.7|Prss42,25,41,25,13,102,208,70,38,43,11
ENSMUSG00000032493.8|Prss44,24,8,3,0,10,14,4,0,6,3
ENSMUSG00000058398.6|Prss43,18,6,0,0,19,2,0,0,0,0
ENSMUSG00000047257.13|Prss45,46,12,0,0,44,45,18,18,3,2
ENSMUSG00000049719.14|Prss46,14,4,9,0,0,15,12,0,4,0
ENSMUSG00000048752.7|Prss50,326,323,4,0,739,831,261,304,9,6
ENSMUSG00000049555.10|Tmie,49,19,36,48,108,118,23,24,73,77
ENSMUSG00000044037.15|Als2cl,715,672,705,988,1644,1668,688,509,1282,899
ENSMUSG00000105140.1|Gm43127,9,42,14,19,36,33,5,4,26,16
ENSMUSG00000096393.1|Gm590,17,0,0,5,12,28,0,10,0,5
ENSMUSG00000032494.12|Tdgf1,10468,10992,22073,31222,34243,37528,14185,15579,41538,38207
